Customer ID,Gender,Age,Married,Number of Dependents,City,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Revenue,Customer Status,Churn Reason
4373-MAVJG,Female,64,Yes,0,San Diego,32.825086,-117.199424,1,14,Offer D,Yes,Yes,Yes,Fiber Optic,9.0,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,90.9,1259.0,0.0,0,1449.96,Churned,Competitor made better offer
4385-GZQXV,Female,68,No,0,Ontario,34.074087,-117.605618,0,16,Offer D,Yes,No,Yes,Fiber Optic,9.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,94.45,1511.2,0.0,0,1662.08,Churned,Competitor had better devices
4391-RESHN,Male,49,No,0,Lemon Cove,36.462671,-118.997291,0,23,Offer D,Yes,Yes,Yes,Fiber Optic,2.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Credit Card,104.05,2470.1,0.0,0,2844.54,Churned,Competitor had better devices
4398-HSCJH,Female,57,No,0,Los Angeles,34.044639,-118.240413,0,3,Offer E,Yes,Yes,Yes,DSL,25.0,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,63.6,155.65,0.0,0,166.57,Churned,Competitor offered higher download speeds
4412-YLTKF,Female,72,No,1,Pico Rivera,33.989524,-118.089299,0,27,Offer C,Yes,Yes,Yes,Fiber Optic,18.0,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,78.05,2135.5,0.0,10,2235.41,Churned,Competitor had better devices
4423-YLHDV,Female,22,Yes,0,Los Angeles,33.927254,-118.249826,1,21,Offer D,Yes,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,104.4,2200.25,0.0,0,3009.17,Churned,Attitude of support person
4433-JCGCG,Male,80,Yes,0,San Diego,32.961064,-117.134917,1,46,Offer B,Yes,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,101.0,4680.05,0.0,0,4926.61,Churned,Competitor made better offer
4439-JMPMT,Female,38,Yes,0,Comptche,39.239818,-123.565432,1,5,Offer E,Yes,No,Yes,Fiber Optic,22.0,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,85.75,470.95,44.16,0,432.39,Churned,Attitude of support person
4505-EXZHB,Female,75,No,0,Ducor,35.846067,-119.004073,0,6,Offer E,Yes,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,74.4,434.1,0.0,20,507.56,Churned,Competitor offered more data
4512-ZUIYL,Female,31,No,0,Sunnyvale,37.421633,-122.009613,0,2,Offer E,Yes,No,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.0,153.05,0.0,0,228.57,Churned,Moved
4523-WXCEF,Female,21,Yes,0,San Jose,37.305622,-122.000887,4,59,Offer B,Yes,Yes,Yes,Fiber Optic,48.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,101.1,6039.9,0.0,0,6584.47,Churned,Service dissatisfaction
4529-CKBCL,Female,51,No,0,Ventura,34.360261,-119.306383,0,2,Offer E,Yes,No,Yes,Fiber Optic,22.0,No,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,80.2,146.05,0.0,10,255.63,Churned,Attitude of service provider
4547-LYTDD,Female,35,No,0,North Hollywood,34.1692,-118.372498,0,16,Offer D,Yes,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,72.65,1194.3,0.0,0,1946.14,Churned,Competitor had better devices
4548-SDBKE,Female,26,No,0,San Dimas,34.102119,-117.815532,0,5,Offer E,Yes,Yes,Yes,Fiber Optic,46.0,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,85.2,474.8,0.0,0,647.25,Churned,Attitude of service provider
4550-EVXNY,Female,52,No,0,San Francisco,37.786031,-122.437301,0,1,Offer E,Yes,No,Yes,Fiber Optic,8.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.65,69.65,0.0,0,118.89,Churned,Competitor offered higher download speeds
4554-YGZIH,Male,75,Yes,0,Summerland,34.420998,-119.60137,3,49,Offer B,Yes,Yes,Yes,Fiber Optic,14.0,No,Yes,No,Yes,No,Yes,Month-to-Month,Credit Card,90.05,4547.25,0.0,0,5670.33,Churned,Competitor made better offer
4558-FANTW,Female,30,Yes,0,Fair Oaks,38.652065,-121.25441,1,17,Offer D,Yes,No,Yes,Fiber Optic,51.0,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,91.85,1574.45,0.0,0,2287.6,Churned,Lack of affordable download/upload speed
4566-QVRRW,Female,41,Yes,0,Witter Springs,39.222323,-122.985488,1,11,Offer D,Yes,No,Yes,DSL,30.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,44.05,483.7,0.0,0,756.83,Churned,Competitor had better devices
4581-SSPWD,Female,63,No,0,Mountain View,37.380662,-122.086022,0,3,Offer E,Yes,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,75.8,246.3,0.0,10,271.9,Churned,Competitor had better devices
4587-NUKOX,Female,60,No,0,Walnut,34.018354,-117.85492,0,3,Offer E,Yes,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.1,246.5,0.0,0,343.79,Churned,Attitude of support person
4587-VVTOX,Female,23,Yes,0,Frazier Park,34.907911,-119.234281,1,6,Offer E,Yes,Yes,Yes,Fiber Optic,58.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,105.3,545.2,0.0,0,709.84,Churned,Competitor offered more data
4598-XLKNJ,Female,78,Yes,1,Inglewood,33.936291,-118.332639,1,25,Offer C,Yes,No,Yes,Fiber Optic,12.0,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,98.5,2514.5,13.43,0,2995.07,Churned,Limited range of services
4603-JANFB,Male,51,No,0,Glencoe,38.358464,-120.579304,0,1,Offer E,Yes,No,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.85,69.85,0.0,0,81.98,Churned,Competitor had better devices
4640-UHDOS,Female,60,Yes,0,Phelan,34.441123,-117.537886,3,13,Offer D,Yes,No,Yes,DSL,27.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,55.95,734.35,0.0,0,982.0,Churned,Competitor had better devices
4659-NZRUF,Female,64,No,0,Oakland,37.834341,-122.26437,0,19,Offer D,Yes,Yes,Yes,Fiber Optic,17.0,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,95.15,1789.25,0.0,120,2533.78,Churned,Long distance charges
4701-MLJPN,Male,60,No,0,Fresno,36.739385,-119.753649,0,31,Offer C,Yes,No,Yes,DSL,6.0,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,55.25,1715.65,0.0,10,1773.08,Churned,Attitude of support person
4702-IOQDC,Female,58,No,0,Gustine,37.147198,-121.120161,0,1,Offer E,Yes,No,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.1,70.1,0.0,0,116.27,Churned,Competitor offered higher download speeds
4713-LZDRV,Female,80,No,0,Malibu,34.037037,-118.705803,0,2,Offer E,Yes,No,Yes,Cable,30.0,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,79.6,195.05,0.0,0,258.87,Churned,Long distance charges
4759-TRPLW,Male,40,No,0,Long Beach,33.778436,-118.118648,0,1,Offer E,Yes,No,Yes,Fiber Optic,15.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,70.4,70.4,0.0,0,100.03,Churned,Competitor had better devices
4765-OXPPD,Female,20,Yes,0,Ventura,34.279221,-119.221437,1,9,Offer E,Yes,No,Yes,Cable,69.0,Yes,Yes,No,No,No,Yes,Month-to-Month,Mailed Check,65.0,663.05,0.0,0,720.2,Churned,Competitor offered more data
4789-KWMXN,Male,42,Yes,0,Tuolumne,37.939768,-120.188002,1,47,Offer B,Yes,Yes,Yes,Fiber Optic,17.0,Yes,No,Yes,Yes,Yes,Yes,One Year,Credit Card,110.85,5275.8,4.93,0,6164.81,Churned,Price too high
4791-QRGMF,Male,33,Yes,0,Miranda,40.210895,-123.86,1,59,Offer B,Yes,Yes,Yes,Fiber Optic,5.0,No,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,99.5,5961.1,0.0,0,6595.94,Churned,Competitor offered more data
4795-KTRTH,Female,68,Yes,0,San Diego,32.85723,-117.209774,1,5,Offer E,Yes,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,81.0,371.65,40.64,10,577.41,Churned,Competitor made better offer
4797-AXPXK,Female,64,No,2,Lompoc,34.601055,-120.382917,0,1,Offer E,Yes,No,Yes,DSL,16.0,Yes,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,60.0,60.0,0.0,10,113.48,Churned,Attitude of service provider
4800-CZMPC,Female,24,Yes,0,Delano,35.772244,-119.209689,1,48,Offer B,Yes,Yes,Yes,Fiber Optic,47.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,103.25,5037.55,0.0,0,5342.83,Churned,Attitude of service provider
4803-AXVYP,Female,75,No,0,Butte City,39.449794,-121.936372,0,38,Offer C,Yes,Yes,Yes,Fiber Optic,2.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,99.55,3734.25,0.0,0,5535.07,Churned,Service dissatisfaction
4806-HIPDW,Female,64,Yes,0,Calimesa,33.982787,-117.057627,1,1,Offer E,Yes,No,Yes,Fiber Optic,13.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,68.95,68.95,0.0,0,90.6,Churned,Limited range of services
4806-KEXQR,Male,27,No,0,Lockeford,38.166791,-121.14207,0,4,Offer E,Yes,No,Yes,Fiber Optic,46.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,79.9,324.3,0.0,0,496.54,Churned,Competitor had better devices
4816-JBHOV,Male,72,No,0,Los Angeles,33.952714,-118.292061,0,2,Offer E,Yes,No,Yes,Cable,20.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,44.7,93.7,0.0,0,176.56,Churned,Competitor offered more data
4816-LXZYW,Female,51,No,0,Long Beach,33.819814,-118.222416,0,23,Offer D,Yes,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,-7.0,1676.95,0.0,0,2446.07,Churned,Competitor had better devices
4817-QRJSX,Female,46,No,0,Clovis,36.814539,-119.711868,0,10,Offer D,Yes,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,81.0,818.05,0.0,0,1313.05,Churned,Attitude of support person
4817-VYYWS,Female,21,No,0,Silverado,33.782346,-117.635263,0,30,Offer C,Yes,Yes,Yes,Fiber Optic,82.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,100.2,2983.8,0.0,0,3335.7,Churned,Service dissatisfaction
4818-DRBQT,Male,29,Yes,0,Farmersville,36.29878,-119.201028,1,29,Offer C,Yes,Yes,Yes,Fiber Optic,47.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,80.15,2265.25,0.0,0,3020.12,Churned,Attitude of support person
4822-RVYBB,Male,75,No,0,Berkeley,37.871416,-122.246597,0,8,Offer E,Yes,Yes,Yes,Fiber Optic,29.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,100.6,819.4,0.0,0,1143.0,Churned,Attitude of support person
4822-YCXMX,Male,64,No,0,Fresno,36.78724,-119.827813,0,25,Offer C,Yes,Yes,Yes,Fiber Optic,22.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,84.8,2043.45,0.0,0,2251.2,Churned,Extra data charges
4844-JJWUY,Female,65,No,0,San Francisco,37.776718,-122.495781,0,1,Offer E,Yes,No,Yes,Fiber Optic,22.0,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,86.0,86.0,0.0,0,114.82,Churned,Competitor made better offer
4846-WHAFZ,Female,80,Yes,1,Whittier,33.972119,-118.020188,1,37,Offer C,Yes,Yes,Yes,Fiber Optic,14.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,76.5,2868.15,0.0,0,3102.36,Churned,Extra data charges
4847-QNOKA,Female,30,No,0,Modesto,37.672906,-120.946594,0,1,Offer E,Yes,No,Yes,DSL,59.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,44.9,44.9,0.0,0,86.68,Churned,Lack of self-service on Website
4853-RULSV,Male,25,No,0,Miramonte,36.696759,-119.024051,0,70,Offer A,Yes,Yes,Yes,Fiber Optic,42.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,104.0,7250.15,0.0,0,8103.45,Churned,Attitude of service provider
4855-SNKMY,Female,31,No,0,Los Angeles,34.066303,-118.435479,0,1,Offer E,Yes,No,Yes,DSL,30.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,44.1,44.1,0.0,0,48.51,Churned,Competitor made better offer
4913-EHYUI,Male,80,Yes,0,Alpaugh,35.869626,-119.498771,0,56,Offer B,Yes,Yes,Yes,Fiber Optic,12.0,Yes,No,Yes,Yes,No,Yes,One Year,Bank Withdrawal,104.55,5794.65,0.0,0,8527.45,Churned,Competitor offered higher download speeds
4919-IKATY,Male,64,Yes,0,San Diego,32.886925,-117.152162,3,5,Offer E,Yes,Yes,Yes,Fiber Optic,8.0,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,84.5,453.75,0.0,0,638.15,Churned,Competitor made better offer
4919-MOAVT,Male,53,No,0,Pasadena,34.167465,-118.165327,0,3,Offer E,Yes,No,Yes,Fiber Optic,23.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.65,220.1,0.0,0,338.24,Churned,Competitor offered higher download speeds
4925-LMHOK,Male,29,No,0,Stockton,38.049457,-121.21653,0,15,Offer D,Yes,Yes,Yes,DSL,59.0,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,58.6,939.7,0.0,0,1161.55,Churned,Service dissatisfaction
4958-XCBDQ,Male,68,No,0,Victorville,34.567058,-117.362329,0,35,Offer C,Yes,Yes,Yes,Fiber Optic,25.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,101.4,3496.3,0.0,0,4885.45,Churned,Competitor offered more data
4959-JOSRX,Female,41,Yes,0,La Puente,34.031441,-117.936436,3,2,Offer E,Yes,No,Yes,Cable,16.0,No,No,No,No,No,Yes,Month-to-Month,Credit Card,44.6,80.55,0.0,0,140.93,Churned,Lack of affordable download/upload speed
5020-ZSTTY,Female,70,No,0,San Diego,32.85723,-117.209774,0,54,Offer B,Yes,Yes,Yes,DSL,5.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,82.45,4350.1,0.0,0,5002.42,Churned,Competitor made better offer
5027-QPKTE,Male,39,Yes,0,Modesto,37.671806,-121.007575,1,7,Offer E,Yes,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,69.35,451.1,0.0,10,564.35,Churned,Competitor had better devices
5047-LHVLY,Male,68,No,0,San Diego,32.898613,-117.202937,0,1,Offer E,Yes,No,Yes,Cable,12.0,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,-9.0,50.15,0.0,0,89.93,Churned,Competitor made better offer
5052-PNLOS,Male,50,No,0,Echo Lake,38.851842,-120.076204,0,3,Offer E,Yes,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,105.35,323.25,0.0,0,364.74,Churned,Poor expertise of online support
5089-IFSDP,Female,39,Yes,0,Huntington Beach,33.723579,-118.005441,1,58,Offer B,Yes,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,109.45,6144.55,0.0,0,7767.97,Churned,Product dissatisfaction
5099-BAILX,Male,77,Yes,0,Santa Barbara,34.419203,-119.710008,1,43,Offer B,Yes,Yes,Yes,Fiber Optic,5.0,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,110.75,4687.9,0.0,0,5312.26,Churned,Competitor made better offer
5103-MHMHY,Female,49,No,1,Los Osos,35.279984,-120.824288,0,1,Offer E,Yes,No,Yes,Cable,19.0,No,No,No,No,No,Yes,Month-to-Month,Mailed Check,45.95,45.95,0.0,0,92.12,Churned,Competitor had better devices
5130-IEKQT,Male,73,No,0,San Francisco,37.794487,-122.42227,0,25,Offer C,Yes,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Credit Card,105.95,2655.25,0.0,0,3813.75,Churned,Price too high
5136-KCKGI,Female,22,Yes,0,Templeton,35.536115,-120.739231,1,33,Offer C,Yes,Yes,Yes,Fiber Optic,73.0,Yes,No,Yes,Yes,Yes,Yes,One Year,Mailed Check,103.7,3467.0,0.0,0,4840.13,Churned,Competitor had better devices
5138-WVKYJ,Male,51,No,0,San Diego,32.961064,-117.134917,0,10,Offer D,Yes,Yes,Yes,Fiber Optic,13.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,98.55,1008.55,0.0,0,1284.25,Churned,Competitor made better offer
5159-YFPKQ,Female,37,No,0,Moreno Valley,33.88274,-117.224878,0,2,Offer E,Yes,No,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.8,160.75,0.0,0,209.37,Churned,Competitor had better devices
5167-ZFFMM,Male,64,No,0,San Diego,32.85723,-117.209774,0,1,Offer E,Yes,Yes,Yes,Fiber Optic,24.0,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Credit Card,90.85,90.85,0.0,0,99.41,Churned,Competitor made better offer
5196-SGOAK,Female,39,No,0,Caliente,35.358953,-118.527064,0,1,Offer E,Yes,No,Yes,Fiber Optic,21.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.7,75.7,0.0,0,84.75,Churned,Attitude of support person
5208-HFSBT,Female,47,No,0,Challenge,39.461768,-121.195825,0,2,Offer E,Yes,No,Yes,DSL,30.0,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,55.05,102.75,0.0,0,187.85,Churned,Competitor had better devices
5229-PRWKT,Male,47,No,0,Lompoc,34.757477,-120.550507,0,8,Offer E,Yes,Yes,Yes,Fiber Optic,2.0,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,86.55,649.65,0.0,0,847.73,Churned,Attitude of service provider
5271-YNWVR,Male,48,Yes,0,Santa Paula,34.402343,-119.094824,1,68,Offer A,Yes,Yes,Yes,Fiber Optic,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,113.15,7856.0,0.0,0,9465.56,Churned,Extra data charges
5276-KQWHG,Female,74,No,0,Woody,35.710244,-118.881679,0,2,Offer E,Yes,No,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,69.6,131.65,0.0,0,162.29,Churned,Extra data charges
5277-ZLOOR,Female,78,No,0,Applegate,38.983388,-120.988814,0,2,Offer E,Yes,Yes,Yes,Fiber Optic,25.0,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,85.55,187.45,0.0,0,198.43,Churned,Network reliability
5281-BUZGT,Male,69,No,0,Weaverville,40.759401,-122.939337,0,36,Offer C,Yes,Yes,Yes,Fiber Optic,23.0,Yes,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,90.85,3186.7,0.0,0,4026.58,Churned,Competitor made better offer
5299-SJCZT,Male,57,No,0,Ladera Ranch,33.569186,-117.640055,0,3,Offer E,Yes,Yes,Yes,Fiber Optic,6.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,101.55,298.35,0.0,0,363.93,Churned,Network reliability
5301-GAUUY,Male,31,No,0,Newport Beach,33.601309,-117.902304,0,32,Offer C,Yes,Yes,Yes,Fiber Optic,21.0,No,Yes,No,No,No,Yes,Month-to-Month,Bank Withdrawal,80.35,2596.15,0.0,0,2643.83,Churned,Competitor had better devices
5307-DZCVC,Female,78,Yes,0,Sacramento,38.685069,-121.543709,0,32,Offer C,Yes,Yes,Yes,Fiber Optic,9.0,No,No,Yes,No,No,Yes,Month-to-Month,Credit Card,85.95,2628.6,0.0,0,4195.0,Churned,Extra data charges
5366-IJEQJ,Male,20,No,0,San Diego,32.787836,-117.232376,0,20,Offer D,Yes,Yes,Yes,Fiber Optic,59.0,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,88.7,1761.45,0.0,0,1872.25,Churned,Don't know
5380-WJKOV,Male,51,No,1,Los Angeles,34.137412,-118.207607,0,34,Offer C,Yes,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,106.35,3549.25,0.0,0,4286.71,Churned,Competitor offered higher download speeds
5440-FLBQG,Male,69,Yes,0,Santa Barbara,34.437945,-119.77191,1,69,Offer A,Yes,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,108.4,7318.2,0.0,0,10690.92,Churned,Attitude of service provider
5442-XSDCW,Male,61,Yes,0,San Diego,32.957195,-117.202542,1,11,Offer D,Yes,No,Yes,Fiber Optic,19.0,No,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,79.5,868.5,0.0,50,1065.13,Churned,Competitor made better offer
5445-PZWGX,Male,63,No,0,Travis Afb,38.265899,-121.939461,0,62,Offer B,Yes,Yes,Yes,Fiber Optic,21.0,Yes,Yes,No,Yes,Yes,No,One Year,Bank Withdrawal,102.0,6529.25,0.0,110,7140.21,Churned,Price too high
5449-FIBXJ,Male,34,Yes,0,San Jose,37.375156,-121.795867,1,19,Offer D,Yes,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.3,2012.7,0.0,0,2545.46,Churned,Lack of affordable download/upload speed
5458-CQJTA,Male,56,Yes,0,Smith River,41.950683,-124.097094,1,65,Offer B,Yes,No,Yes,DSL,30.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,74.8,4820.15,0.0,0,7450.7,Churned,Product dissatisfaction
5493-SDRDQ,Male,19,No,0,Angels Camp,38.071327,-120.632221,0,2,Offer E,Yes,No,Yes,Cable,52.0,Yes,No,No,No,No,Yes,Month-to-Month,Mailed Check,55.1,113.35,0.0,0,124.01,Churned,Competitor made better offer
5494-HECPR,Female,34,No,0,Mi Wuk Village,38.121601,-120.133915,0,1,Offer E,Yes,No,Yes,Fiber Optic,3.0,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,80.25,80.25,0.0,0,113.17,Churned,Moved
5519-YLDGW,Female,57,Yes,0,Los Angeles,34.052917,-118.255178,1,21,Offer D,Yes,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,103.9,2254.2,0.0,0,2279.61,Churned,Limited range of services
5536-RTPWK,Male,54,Yes,0,Sausalito,37.848641,-122.515692,1,49,Offer B,Yes,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,99.05,4853.75,14.24,0,5843.03,Churned,Competitor offered higher download speeds
5561-NWEVX,Female,78,Yes,0,Hermosa Beach,33.86532,-118.396336,1,2,Offer E,Yes,Yes,Yes,Fiber Optic,18.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.2,172.85,0.0,0,208.31,Churned,Price too high
5564-NEMQO,Female,80,No,0,Thermal,33.53604,-116.119222,0,1,Offer E,Yes,No,Yes,Fiber Optic,17.0,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,75.3,75.3,0.0,20,130.39,Churned,Network reliability
5567-WSELE,Male,70,Yes,0,Richmond,37.945288,-122.383941,1,3,Offer E,Yes,Yes,Yes,Fiber Optic,27.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,94.6,279.55,0.0,0,376.48,Churned,Competitor had better devices
5569-KGJHX,Female,63,Yes,0,Canoga Park,34.19829,-118.602203,1,9,Offer E,Yes,Yes,Yes,Fiber Optic,5.0,No,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,85.35,754.65,0.0,50,932.54,Churned,Service dissatisfaction
5569-OUICF,Female,67,Yes,0,San Diego,32.787836,-117.232376,1,28,Offer C,Yes,Yes,Yes,Fiber Optic,20.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Credit Card,101.3,2812.2,0.0,0,3272.24,Churned,Competitor made better offer
5583-SXDAG,Male,41,Yes,0,Alhambra,34.074736,-118.145959,1,1,Offer E,Yes,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,70.0,70.0,0.0,10,99.15,Churned,Don't know
5597-GLBUC,Female,48,No,0,Squaw Valley,36.719141,-119.202677,0,1,Offer E,Yes,No,Yes,Fiber Optic,23.0,No,No,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,85.45,85.45,0.0,0,108.42,Churned,Lack of affordable download/upload speed
5649-ANRML,Male,76,No,0,Clipper Mills,39.562239,-121.14836,0,2,Offer E,Yes,No,Yes,Fiber Optic,20.0,No,Yes,No,Yes,No,Yes,Month-to-Month,Credit Card,95.1,180.25,0.0,0,206.17,Churned,Poor expertise of online support
5655-JSMZM,Male,66,No,0,Coalinga,36.186867,-120.387793,0,49,Offer B,Yes,Yes,Yes,Fiber Optic,2.0,No,No,Yes,Yes,No,Yes,Month-to-Month,Bank Withdrawal,96.2,4718.25,0.0,0,6303.89,Churned,Attitude of support person
5673-FSSMF,Female,19,No,0,Delhi,37.422961,-120.765493,0,1,Offer E,Yes,Yes,Yes,Cable,59.0,No,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,60.15,60.15,0.0,20,113.63,Churned,Attitude of support person
5707-ORNDZ,Male,79,No,0,Yuba City,39.075694,-121.70606,0,9,Offer E,Yes,Yes,Yes,DSL,7.0,Yes,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,54.55,494.05,0.0,0,516.1,Churned,Network reliability
5712-PTIWW,Male,46,No,0,Mcarthur,41.10831,-121.360362,0,2,Offer E,Yes,No,Yes,Fiber Optic,2.0,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,79.85,152.45,0.0,0,184.73,Churned,Service dissatisfaction
5729-KLZAR,Female,22,Yes,0,Sacramento,38.550722,-121.457314,1,4,Offer E,Yes,No,Yes,Fiber Optic,59.0,No,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,80.85,302.75,0.0,40,519.87,Churned,Competitor had better devices
5748-RNCJT,Male,58,No,0,Sacramento,38.53508,-121.444144,0,69,Offer A,Yes,Yes,Yes,Fiber Optic,11.0,No,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,106.5,7348.8,0.0,0,9203.52,Churned,Competitor offered higher download speeds
