,currentRanking,userId,displayName,userUrl,joinDate,tier,totalGoldMedals,totalSilverMedals,totalBronzeMedals,points
911,912,1073620,Robin Smits,/rsmits,2017-05-14,EXPERT,0,0,4,13
912,913,1688884,Mohammad Essam,/mohammedessam97,2018-03-04,EXPERT,0,0,4,13
913,914,1792385,Santosh kumar,/santoshd3,2018-04-05,EXPERT,0,0,3,13
914,915,2305502,Arpit Dwivedi,/arpitdw,2018-09-30,EXPERT,0,0,4,13
915,916,2629214,Bavalpreet,/bavalpreet26,2018-12-19,EXPERT,0,0,5,13
916,917,3001871,KAZI SHAMIM SHAHAREAR ISLAM,/kpretomazi,2019-03-27,EXPERT,0,0,3,13
917,918,3459107,Piyush Agnihotri,/piyushagni5,2019-07-13,EXPERT,0,0,4,13
918,919,3470787,Rishabh Sethia,/rishabh6377,2019-07-16,EXPERT,0,0,3,13
919,920,3514009,Prajit T R,/prajittr,2019-07-27,EXPERT,0,0,3,13
920,921,3520469,Akarsh Singh,/akarshsinghh,2019-07-29,EXPERT,0,0,3,13
921,922,3650646,Overfitted,/vipulgote4,2019-09-01,EXPERT,0,0,5,13
922,923,3952964,Prajwal Sood,/prajwalsood,2019-10-30,EXPERT,0,0,3,13
923,924,3982638,Rohit Singh,/rohitsingh9990,2019-11-05,EXPERT,0,0,4,13
924,925,4002632,Maksym Shkliarevskyi,/maksymshkliarevskyi,2019-11-08,EXPERT,0,0,3,13
925,926,4289149,Abhishek Gupta,/agsam23,2020-01-05,EXPERT,0,0,7,13
926,927,4357049,Tanuj dhiman,/tanujdhiman,2020-01-20,EXPERT,0,0,6,13
927,928,5617013,Aakash Verma,/aakashverma8900,2020-08-13,EXPERT,0,0,3,13
928,929,5966530,Shivam Modi,/shivamm0di,2020-10-15,EXPERT,0,0,3,13
929,930,7801424,MsSmartyPants,/mssmartypants,2021-06-29,EXPERT,0,0,4,13
930,931,7808717,Salio,/saliblue,2021-06-30,EXPERT,0,0,3,13
931,932,803207,Mesum Raza Hemani,/mesumraza,2016-11-20,EXPERT,0,0,3,12
932,933,864684,Peter,/pestipeti,2017-01-12,EXPERT,0,2,1,12
933,934,915913,Carlos Souza,/carlossouza,2017-02-16,EXPERT,0,0,4,12
934,935,1014968,qiriro,/qiriro,2017-04-10,EXPERT,0,0,3,12
935,936,1300362,Tania J,/taniaj,2017-09-29,EXPERT,0,2,1,12
936,937,1351163,Tarun Paparaju,/tarunpaparaju,2017-10-22,EXPERT,0,0,4,12
937,938,1552664,yuval reina,/yuval6967,2018-01-15,EXPERT,0,2,1,12
938,939,1747727,Samruddhi Mhatre,/samruddhim,2018-03-22,EXPERT,0,0,3,12
939,940,1962670,Nagesh Singh Chauhan,/nageshsingh,2018-06-03,EXPERT,0,0,4,12
940,941,1995670,milan,/milan400,2018-06-15,EXPERT,0,0,4,12
941,942,2182279,Mehmet Sungur,/medyasun,2018-08-26,EXPERT,0,0,4,12
942,943,2851794,Rushikesh Hiray,/rushikeshhiray,2019-02-23,EXPERT,0,0,5,12
943,944,2883450,Aishwarya,/aishu200023,2019-03-02,EXPERT,0,0,3,12
944,945,2947669,S Lakshmi Narasimhan,/uwuuw11,2019-03-16,EXPERT,0,0,3,12
945,946,3294616,Ashish Goswami,/ashish2001,2019-05-31,EXPERT,0,0,4,12
946,947,3654943,Naman Jaswani,/namanj27,2019-09-02,EXPERT,0,0,4,12
947,948,3905381,Zohaib Ahmed,/zohaib123,2019-10-22,EXPERT,0,0,3,12
948,949,3979877,Nguyễn Hưng,/nguyenhung1903,2019-11-05,EXPERT,0,0,3,12
949,950,4542957,Ravi Sane,/ravisane1,2020-02-23,EXPERT,0,0,4,12
950,951,4631528,Khosiyat Sobir,/khosiyatsabirova,2020-03-08,EXPERT,0,0,3,12
951,952,4642984,Jai Ganesh Nagidi,/jaiganeshnagidi,2020-03-10,EXPERT,0,0,3,12
952,953,5042976,Ihor Muliar,/ihormuliar,2020-05-07,EXPERT,0,0,3,12
953,954,5058161,Soumyadip Ghorai,/soumyadipghorai,2020-05-10,EXPERT,0,0,3,12
954,955,5157521,Hotson Honet,/hotsonhonet,2020-05-24,EXPERT,0,0,4,12
955,956,5260543,Homayoon khadivi,/homayoonkhadivi,2020-06-08,EXPERT,0,0,3,12
956,957,5440821,spin fit,/kimalpha,2020-07-09,EXPERT,0,0,3,12
957,958,5453501,Hammad Ali,/hammaadali,2020-07-12,EXPERT,0,0,3,12
958,959,5493065,SALMAN FAROZ,/salmanfaroz,2020-07-19,EXPERT,0,0,5,12
959,960,5569804,kushal Agrawal,/kushal1506,2020-08-03,EXPERT,0,0,4,12
960,961,6091765,Dilara Şahan,/dilaraahan,2020-11-03,EXPERT,0,0,3,12
961,962,6222605,Sahar Pourahmad,/saharpourahmad,2020-11-23,EXPERT,0,0,3,12
962,963,6659698,Tanusha Gupta,/tanushagupta,2021-02-04,EXPERT,0,0,4,12
963,964,6921900,ELoo,/aditeloo,2021-03-12,EXPERT,0,0,3,12
964,965,7801646,Yuvraj Singh,/yuvrajcs18,2021-06-29,EXPERT,0,0,5,12
965,966,46947,Shravan Kumar Koninti,/shravankoninti,2012-06-17,EXPERT,0,0,3,11
966,967,215886,Fahd,/fahd09,2014-07-12,EXPERT,0,0,3,11
967,968,1097838,Leonardo Ferreira,/kabure,2017-05-29,EXPERT,0,1,2,11
968,969,1341160,Debadri Dutta,/duttadebadri,2017-10-17,EXPERT,0,0,4,11
969,970,1406198,Muhammad Navaid,/mnavaidd,2017-11-10,EXPERT,0,0,3,11
970,971,1409853,itsshavar,/shishu1421,2017-11-12,EXPERT,0,0,4,11
971,972,1929307,Mustafa Fatakdawala,/mastmustu,2018-05-21,EXPERT,0,0,3,11
972,973,2081025,Akash kumar,/singhakash,2018-07-19,EXPERT,0,0,5,11
973,974,2243477,nosound,/zaharch,2018-09-13,EXPERT,0,1,2,11
974,975,2660090,Amit Hasan Shuvo,/amithasanshuvo,2018-12-31,EXPERT,0,0,3,11
975,976,2680939,BrandontheCoder,/brandonnova,2019-01-07,EXPERT,0,0,3,11
976,977,2907842,Vatsal Parsaniya,/vatsalparsaniya,2019-03-07,EXPERT,0,0,3,11
977,978,2934599,Ravi Ranjan Chaubey,/ravichaubey1506,2019-03-13,EXPERT,0,0,3,11
978,979,3710826,Shantanu Tripathi,/daishinkan002,2019-09-15,EXPERT,0,0,3,11
979,980,3986919,ASHISH GOYAL,/goyalashish,2019-11-06,EXPERT,0,0,3,11
980,981,4138465,G_R_S,/danoozy44,2019-12-02,EXPERT,0,0,6,11
981,982,4241076,Utshab Kumar Ghosh,/utshabkumarghosh,2019-12-23,EXPERT,0,0,3,11
982,983,4375772,Thaddeus Segura,/thaddeussegura,2020-01-24,EXPERT,0,0,6,11
983,984,4456409,Soorya Prakash,/sooryaprakash12,2020-02-08,EXPERT,0,0,3,11
984,985,4523418,Rito Ghosh,/truthr,2020-02-19,EXPERT,0,0,3,11
985,986,4533747,Abhishek Shrivastava,/abhi8923shriv,2020-02-21,EXPERT,0,0,4,11
986,987,4576966,Javagar M,/javagarm,2020-02-28,EXPERT,0,0,4,11
987,988,5162309,Sina Tavakoli Banizi,/sinatavakolibanizi,2020-05-25,EXPERT,0,0,3,11
988,989,5783021,Işıl Güler,/isilguler,2020-09-15,EXPERT,0,0,5,11
989,990,5866221,FunkyMonk,/creepycrap,2020-09-30,EXPERT,0,0,3,11
990,991,5900946,saiabhiteja Chepuri,/saiabhitejachepuri,2020-10-06,EXPERT,0,0,3,11
991,992,6396210,YashSharma,/yashsharmabharatpur,2020-12-17,EXPERT,0,0,3,11
992,993,7913399,Manas Marathe,/manasmarathe,2021-07-16,EXPERT,0,0,3,11
993,994,511702,JackyWang,/jackywang529,2016-01-24,EXPERT,0,1,2,10
994,995,1164459,Nicholle @ Datafiniti,/datafinitinicholle,2017-07-11,EXPERT,0,2,2,10
995,996,1216095,AkshatGupta,/akshat4112,2017-08-15,EXPERT,0,0,3,10
996,997,1394721,Ilham Firdausi Putra,/ilhamfp31,2017-11-06,EXPERT,0,0,3,10
997,998,1462468,Derrick Mwiti,/derrickmwiti,2017-12-01,EXPERT,0,0,3,10
998,999,1490082,Raghawendra Singh,/raghaw,2017-12-12,EXPERT,0,0,3,10
999,1000,1649622,ratan rohith,/ratan123,2018-02-19,EXPERT,0,0,5,10
1000,1001,1776773,Noah Weber,/zikazika,2018-03-31,EXPERT,0,0,5,10
1001,1002,2742976,Vyacheslav Razin,/razinw,2019-01-25,EXPERT,0,0,3,10
1002,1003,2769315,PyKeyo,/yehyachali,2019-02-01,EXPERT,0,0,3,10
1003,1004,2773025,Smriti ,/smritisingh1997,2019-02-02,EXPERT,0,0,4,10
1004,1005,3324736,Max Nygma,/dwdkills,2019-06-07,EXPERT,0,0,3,10
1005,1006,3644761,Deepak Deepu,/deepakdeepu8978,2019-08-30,EXPERT,0,1,2,10
1006,1007,3684937,Amol Ambkar,/amolambkar,2019-09-09,EXPERT,0,0,4,10
1007,1008,3722901,Felix Mejia,/fmejia21,2019-09-17,EXPERT,0,0,4,10
1008,1009,4040209,ROSHAN KUMAR G,/roshankumarg,2019-11-15,EXPERT,0,0,4,10
1009,1010,4507744,Vitaliy Malcev,/vitaliymalcev,2020-02-17,EXPERT,0,0,5,10
1010,1011,4576104,Atharv Chaudhari,/atharvchaudhari,2020-02-28,EXPERT,0,0,3,10
1011,1012,4719461,MohanDeep,/mohandeep20,2020-03-22,EXPERT,0,0,3,10
1012,1013,5035442,Parth Chhabra,/oneplustricks,2020-05-06,EXPERT,0,0,4,10
1013,1014,5048068,Khushi Shahh,/khushishahh,2020-05-08,EXPERT,0,0,3,10
1014,1015,5090420,Kushagra Singh,/perkymaster,2020-05-14,EXPERT,0,0,3,10
1015,1016,5240195,Al Yeasin,/alyeasin,2020-06-05,EXPERT,0,0,3,10
1016,1017,5299578,Maneesh,/maneesh99,2020-06-14,EXPERT,0,0,5,10
1017,1018,5572004,darth manav,/darthmanav,2020-08-04,EXPERT,0,0,4,10
1018,1019,6568138,Eisha Hassan,/eishahassan,2021-01-21,EXPERT,0,0,3,10
1019,1020,294675,James McGuigan,/jamesmcguigan,2015-02-15,EXPERT,0,0,4,9
1020,1021,815066,Bouwe Ceunen,/bouweceunen,2016-11-29,EXPERT,0,0,4,9
1021,1022,901370,thatdataanalyst,/koki25ando,2017-02-07,EXPERT,0,0,4,9
1022,1023,1277206,Vlad Golubev,/golubev,2017-09-19,EXPERT,0,0,5,9
1023,1024,1953180,zzy,/zzy990106,2018-05-30,EXPERT,0,0,3,9
1024,1025,2497784,KhanhVD,/duykhanh99,2018-11-15,EXPERT,0,0,3,9
1025,1026,2783471,Chaitanya Krishna Kasaraneni,/chaitanyakck,2019-02-05,EXPERT,0,0,4,9
1026,1027,3077375,Abu Noman Md. Sakib,/anmspro,2019-04-12,EXPERT,0,0,5,9
1027,1028,3319985,Shangqiu Li,/unkownhihi,2019-06-06,EXPERT,0,1,3,9
1028,1029,3486681,Pooja Jain,/jainpooja,2019-07-20,EXPERT,0,0,3,9
1029,1030,3591705,Shubham Singh,/shubhamzorc9,2019-08-17,EXPERT,0,0,3,9
1030,1031,3598050,Fedi Ben Messaoud,/fedi1996,2019-08-19,EXPERT,0,0,4,9
1031,1032,3739937,Abhishek,/iabhishekmaurya,2019-09-20,EXPERT,0,0,3,9
1032,1033,3852382,Anubha Singh,/cerolacia,2019-10-14,EXPERT,0,0,3,9
1033,1034,4667203,Dionisius Darryl Hermansyah,/dionisiusdh,2020-03-14,EXPERT,0,0,4,9
1034,1035,4804740,Ankit Verma,/ankitverma2010,2020-04-03,EXPERT,0,0,3,9
1035,1036,4891457,Julia Says,/juliasays,2020-04-16,EXPERT,0,0,3,9
1036,1037,4894234,Unal KOROGLU,/nalkrolu,2020-04-16,EXPERT,0,0,3,9
1037,1038,5167145,Abhishek Parashar,/abhiparashar,2020-05-26,EXPERT,0,0,3,9
1038,1039,5308322,Ayyuce Kaytazci,/ayyucek,2020-06-15,EXPERT,0,0,3,9
1039,1040,5491491,Umerkk12,/umerkk12,2020-07-18,EXPERT,0,0,3,9
1040,1041,5721145,Abhishek252,/abhishek252,2020-09-04,EXPERT,0,0,3,9
1041,1042,8207271,Shesh Narayan Gupta,/sheshngupta,2021-08-24,EXPERT,0,0,3,9
1042,1043,29522,Jose Berengueres,/harriken,2012-01-14,EXPERT,0,1,2,8
1043,1044,101136,Ceshine Lee,/ceshine,2013-05-14,EXPERT,0,0,3,8
1044,1045,372183,amrrs,/nulldata,2015-06-23,EXPERT,0,0,3,8
1045,1046,512750,Dmytro Danevskyi,/ddanevskyi,2016-01-25,EXPERT,0,0,4,8
1046,1047,1315079,Peijen Lin,/peijenlin,2017-10-05,EXPERT,0,1,3,8
1047,1048,1327805,Anshul Sharma,/anshuls235,2017-10-11,EXPERT,0,0,4,8
1048,1049,1615779,Leigh,/leighplt,2018-02-06,EXPERT,0,0,3,8
1049,1050,1636665,Victor Geislinger,/mrgeislinger,2018-02-14,EXPERT,0,0,3,8
1050,1051,1774732,Harshit Kapoor,/hkapoor,2018-03-30,EXPERT,0,0,3,8
1051,1052,1888089,Deniz Yigit,/denizyigit,2018-05-06,EXPERT,0,0,3,8
1052,1053,2476631,Tien Tran,/tientd95,2018-11-11,EXPERT,0,0,3,8
1053,1054,3391014,Yogesh Singla,/yogeshkumarsingla,2019-06-25,EXPERT,0,0,4,8
1054,1055,3408653,Kunal Gupta,/kunalgupta2616,2019-06-30,EXPERT,0,0,3,8
1055,1056,3416291,Achintya Tripathi,/achintyatripathi,2019-07-02,EXPERT,0,0,3,8
1056,1057,3724244,Rishabh Dhyani,/rishabhdhyani4,2019-09-17,EXPERT,0,0,3,8
1057,1058,3837716,ManjotSinghDhillon,/jatta3399,2019-10-10,EXPERT,0,0,3,8
1058,1059,4521496,Ada Kibet,/adakibet,2020-02-19,EXPERT,0,0,4,8
1059,1060,5169863,Sai Ram K,/balaramk,2020-05-26,EXPERT,0,0,3,8
1060,1061,5261065,Dhiraj Nirne,/dhirajnirne,2020-06-08,EXPERT,0,0,3,8
1061,1062,5694986,Hasan Ersan Yağcı,/ersany,2020-08-29,EXPERT,0,0,3,8
1062,1063,6348108,Chaitanya Hivlekar,/chaitanyahivlekar,2020-12-09,EXPERT,0,0,3,8
1063,1064,7028777,Ravindranadh Bobbili,/ravindranadhbobbili,2021-03-25,EXPERT,0,0,4,8
1064,1065,7288698,NohrUd,/nohrud,2021-04-27,EXPERT,0,0,3,8
1065,1066,7874654,Kosta R,/boneacrabonjac,2021-07-10,EXPERT,0,0,3,8
1066,1067,313101,Abed Khooli,/abedkhooli,2015-03-17,EXPERT,0,0,4,7
1067,1068,582369,Evgeny_Semyonov,/lightforever,2016-04-11,EXPERT,0,0,3,7
1068,1069,655302,Chaitanya Bapat,/chaibapat,2016-07-05,EXPERT,0,0,3,7
1069,1070,695758,Nishanth,/nishanthsalian,2016-08-25,EXPERT,0,0,3,7
1070,1071,1173320,Francke Peixoto,/franckepeixoto,2017-07-17,EXPERT,0,0,3,7
1071,1072,1611087,Ibtesam Ahmed,/ibtesama,2018-02-05,EXPERT,0,0,3,7
1072,1073,1842648,Sugandh ,/sugandhkhobragade,2018-04-21,EXPERT,0,0,4,7
1073,1074,2018468,Aadarsh Singh,/paradoxlover,2018-06-25,EXPERT,0,0,3,7
1074,1075,2137271,Yegor Biryukov,/yegorbiryukov,2018-08-08,EXPERT,0,0,3,7
1075,1076,2226462,Dhananjay Raut,/dhananjay3,2018-09-09,EXPERT,0,0,3,7
1076,1077,2509889,fireflies,/firefliesqn,2018-11-18,EXPERT,0,0,3,7
1077,1078,2600198,AJ Pass,/ajpass,2018-12-10,EXPERT,0,0,3,7
1078,1079,2676111,Prageeth Anjula,/praanj,2019-01-06,EXPERT,0,0,3,7
1079,1080,2735179,voru588,/alenavorushilova,2019-01-23,EXPERT,0,0,5,7
1080,1081,2980413,Pulkit Mehta,/pulkitmehtawork1985,2019-03-23,EXPERT,0,0,3,7
1081,1082,3045065,Yassine Hamdaoui,/yassinehamdaoui1,2019-04-05,EXPERT,0,0,3,7
1082,1083,3299426,Nandan Pandey,/awadhi123,2019-06-01,EXPERT,0,0,3,7
1083,1084,3393450,Marcos Martins Marchetti,/mmmarchetti,2019-06-25,EXPERT,0,0,3,7
1084,1085,4248073,Md Mahmud Ferdous,/mdmahmudferdous,2019-12-25,EXPERT,0,0,3,7
1085,1086,4251407,Sagar Shee,/winterbreeze,2019-12-26,EXPERT,0,0,3,7
1086,1087,4371011,👨🏼‍💻,/lazycoder00,2020-01-23,EXPERT,0,0,4,7
1087,1088,4808962,Shishir Singh,/shishir349,2020-04-04,EXPERT,0,0,3,7
1088,1089,4857935,Sachin Sharma,/sachinsharma1123,2020-04-11,EXPERT,0,0,3,7
1089,1090,5012903,Gokul raj K.,/gokulrajkmv,2020-05-03,EXPERT,0,0,3,7
1090,1091,5341387,YASH DIXIT_24,/yashdixit24,2020-06-21,EXPERT,0,0,3,7
1091,1092,5416707,Minnie Liang,/minnieliang,2020-07-04,EXPERT,0,0,4,7
1092,1093,5428975,Dev Chauhan,/devchauhan1,2020-07-07,EXPERT,0,0,3,7
1093,1094,5494764,MD. Mehedi Hassan Galib,/galibce003,2020-07-19,EXPERT,0,0,3,7
1094,1095,5602674,Harshit Bansal,/pocooo,2020-08-10,EXPERT,0,0,3,7
1095,1096,5780391,Selen Susuz,/selensusuz,2020-09-15,EXPERT,0,0,3,7
1096,1097,7109951,Zheyu Ye,/svcy1969,2021-04-05,EXPERT,0,0,3,7
1097,1098,84413,Brian Roach,/broach,2013-02-09,EXPERT,0,1,2,6
1098,1099,473824,ColinMorris,/colinmorris,2015-11-25,EXPERT,0,1,2,6
1099,1100,848555,Ouassim Adnane,/ishivinal,2016-12-27,EXPERT,0,0,3,6
1100,1101,951035,Brett Kurzawa,/brkurzawa,2017-03-08,EXPERT,0,0,3,6
1101,1102,1279142,VinayVikram,/vin1234,2017-09-20,EXPERT,0,0,3,6
1102,1103,1396467,Simran Jain,/simranjain17,2017-11-07,EXPERT,0,0,3,6
1103,1104,1779270,filipefilardi,/filipefilardi,2018-04-01,EXPERT,0,0,3,6
1104,1105,2688640,"R. Joseph Manoj, PhD",/rjmanoj,2019-01-09,EXPERT,0,0,4,6
1105,1106,2809468,Dhruv,/dhruvagg,2019-02-12,EXPERT,0,0,3,6
1106,1107,2810363,Efrad Galio,/efradgamer,2019-02-13,EXPERT,0,0,3,6
1107,1108,2828310,Amanda,/amandalk,2019-02-17,EXPERT,0,0,3,6
1108,1109,2960565,Foridur,/foridurrahman,2019-03-19,EXPERT,0,0,3,6
1109,1110,3290492,Jaswinder Singh,/jassican,2019-05-30,EXPERT,0,0,3,6
1110,1111,3781390,DoVan,/nhan1212,2019-09-29,EXPERT,0,0,4,6
1111,1112,4374082,Anany Sharma,/ananysharma,2020-01-23,EXPERT,0,0,3,6
1112,1113,4619258,Bivek Subedi,/bibeksubedi11,2020-03-06,EXPERT,0,0,3,6
1113,1114,5039341,Archit9406,/archit9406,2020-05-07,EXPERT,0,0,3,6
1114,1115,5449215,Voler,/voler2333,2020-07-11,EXPERT,0,0,3,6
1115,1116,6713915,Jamie Leech,/jamieleech,2021-02-12,EXPERT,0,0,3,6
1116,1117,7135723,Nikunj Malpani,/nikunjmalpani,2021-04-08,EXPERT,0,0,3,6
1117,1118,7175936,LightlightsupLight,/lightlightsuplight,2021-04-13,EXPERT,0,0,3,6
1118,1119,7275440,aegehbi,/aegehbi,2021-04-26,EXPERT,0,0,3,6
1119,1120,178265,Chandan Verma,/chandanverma,2014-03-25,EXPERT,0,0,3,5
1120,1121,763007,Rohit Agarwal,/rohitagarwal,2016-10-23,EXPERT,0,0,3,5
1121,1122,1085226,AlexanderGeiger,/alexgeiger,2017-05-21,EXPERT,0,2,1,5
1122,1123,1320281,Mobasshir Bhuiya Shagor,/mobasshir,2017-10-08,EXPERT,0,0,3,5
1123,1124,1365275,Sanchit Tanwar,/sanchit2843,2017-10-27,EXPERT,0,0,3,5
1124,1125,2596940,Seol,/lys620,2018-12-10,EXPERT,0,0,3,5
1125,1126,2896970,Nishanth,/kdnishanth,2019-03-05,EXPERT,0,0,3,5
1126,1127,2903737,Arpit Bhushan Sharma,/arpit3043,2019-03-06,EXPERT,0,0,3,5
1127,1128,3573270,Bunty,/subbhashit,2019-08-12,EXPERT,0,0,3,5
1128,1129,3650699,Andrea Garritano,/andreagarritano,2019-09-01,EXPERT,0,0,3,5
1129,1130,3885153,Sagnik,/sagnikpatra,2019-10-19,EXPERT,0,0,3,5
1130,1131,4285773,Nahian Rifaat,/nahianrifaat,2020-01-04,EXPERT,0,0,3,5
1131,1132,4484287,Niraj,/nirajpoudel,2020-02-13,EXPERT,0,0,3,5
1132,1133,4678761,Alberto Maria Falletta,/albeffe,2020-03-16,EXPERT,0,0,4,5
1133,1134,4957964,Shivam Mittal,/shivammittal274,2020-04-25,EXPERT,0,0,3,5
1134,1135,4965255,Jay Faldu,/jayfaldu,2020-04-26,EXPERT,0,0,3,5
1135,1136,5008581,Ujwal Kandi,/ujwalkandi,2020-05-02,EXPERT,0,0,3,5
1136,1137,5231941,Shyam R,/darkknight98,2020-06-04,EXPERT,0,0,3,5
1137,1138,573171,sandy1112,/sandy1112,2016-04-01,EXPERT,0,0,3,4
1138,1139,627861,freeCodeCamp,/fccuser,2016-05-30,EXPERT,0,1,2,4
1139,1140,681799,Maxime Fuccellaro,/blackbee2016,2016-08-08,EXPERT,0,0,4,4
1140,1141,953273,Sudhir Kumar,/sudhirnl7,2017-03-09,EXPERT,0,0,3,4
1141,1142,1356385,Semih Arıcan,/smhrcn,2017-10-24,EXPERT,0,0,3,4
1142,1143,2203328,Amaan,/rainmaker29,2018-09-02,EXPERT,0,0,4,4
1143,1144,2674632,Nakul Singh,/nakulsingh1289,2019-01-05,EXPERT,0,0,3,4
1144,1145,2702953,Burak  Batıbay,/batibayburak,2019-01-14,EXPERT,0,0,3,4
1145,1146,3865028,vijay chauhan,/vchauhanusf,2019-10-16,EXPERT,0,0,4,4
1146,1147,5020560,Mohamed Fadl,/eng0mohamed0nabil,2020-05-04,EXPERT,0,0,3,4
1147,1148,5130024,Animesh Nareda,/animeshnareda,2020-05-20,EXPERT,0,0,3,4
1148,1149,5492706,Liu Shang,/liushanglee,2020-07-19,EXPERT,0,0,3,4
1149,1150,5724912,Praveen Kumar,/penchalaiah123,2020-09-05,EXPERT,0,0,3,4
1150,1151,5775390,Gaurav Sarkar,/gauravsarkar,2020-09-14,EXPERT,0,0,3,4
1151,1152,838157,kishorkumarJha,/kishor1210,2016-12-16,EXPERT,0,0,3,3
1152,1153,1197601,JobsPikr,/jobspikr,2017-08-02,EXPERT,0,0,3,3
1153,1154,2483909,Rafay,/rafay12,2018-11-12,EXPERT,0,0,3,3
1154,1155,3622891,Jigyashu Suraj,/jigyashusuraj,2019-08-26,EXPERT,0,0,3,3
1155,1156,3952139,Sanskruti Panda,/sanskrutipanda,2019-10-30,EXPERT,0,0,3,3
1156,1157,4229835,Icaro Freire,/icarofreire,2019-12-19,EXPERT,0,0,3,3
1157,1158,5450851,Linh Halley,/linhhalley,2020-07-11,EXPERT,0,0,3,3
1158,1159,830540,Blake Valenta,/dblakev,2016-12-09,EXPERT,0,1,2,2
1159,1160,2631168,Alexsumt,/alexsumt,2018-12-19,EXPERT,0,0,3,2
1160,0,0,0,0,0,0,0,0,0,0
1161,0,0,0,0,0,0,0,0,0,0
1162,0,0,0,0,0,MASTER,0,0,0,0
1163,0,0,0,0,0,EXPERT,0,0,0,0
1164,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1165,0,0,0,0,0,0,0,0,0,0
1166,0,0,0,0,0,0,0,0,0,0
1167,0,0,0,0,0,0,0,0,0,0
1168,0,0,0,0,0,MASTER,0,0,0,0
1169,0,0,0,0,0,EXPERT,0,0,0,0
1170,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1171,0,0,0,0,0,0,0,0,0,0
1172,0,0,0,0,0,0,0,0,0,0
1173,0,0,0,0,0,0,0,0,0,0
1174,0,0,0,0,0,MASTER,0,0,0,0
1175,0,0,0,0,0,EXPERT,0,0,0,0
1176,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1177,0,0,0,0,0,0,0,0,0,0
1178,0,0,0,0,0,0,0,0,0,0
1179,0,0,0,0,0,0,0,0,0,0
1180,0,0,0,0,0,MASTER,0,0,0,0
1181,0,0,0,0,0,EXPERT,0,0,0,0
1182,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1183,0,0,0,0,0,0,0,0,0,0
1184,0,0,0,0,0,0,0,0,0,0
1185,0,0,0,0,0,0,0,0,0,0
1186,0,0,0,0,0,MASTER,0,0,0,0
1187,0,0,0,0,0,EXPERT,0,0,0,0
1188,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1189,0,0,0,0,0,0,0,0,0,0
1190,0,0,0,0,0,0,0,0,0,0
1191,0,0,0,0,0,0,0,0,0,0
1192,0,0,0,0,0,MASTER,0,0,0,0
1193,0,0,0,0,0,EXPERT,0,0,0,0
1194,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1195,0,0,0,0,0,0,0,0,0,0
1196,0,0,0,0,0,0,0,0,0,0
1197,0,0,0,0,0,0,0,0,0,0
1198,0,0,0,0,0,MASTER,0,0,0,0
1199,0,0,0,0,0,EXPERT,0,0,0,0
1200,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1201,0,0,0,0,0,0,0,0,0,0
1202,0,0,0,0,0,0,0,0,0,0
1203,0,0,0,0,0,0,0,0,0,0
1204,0,0,0,0,0,MASTER,0,0,0,0
1205,0,0,0,0,0,EXPERT,0,0,0,0
1206,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1207,0,0,0,0,0,0,0,0,0,0
1208,0,0,0,0,0,0,0,0,0,0
1209,0,0,0,0,0,0,0,0,0,0
1210,0,0,0,0,0,MASTER,0,0,0,0
1211,0,0,0,0,0,EXPERT,0,0,0,0
1212,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1213,0,0,0,0,0,0,0,0,0,0
1214,0,0,0,0,0,0,0,0,0,0
1215,0,0,0,0,0,0,0,0,0,0
1216,0,0,0,0,0,MASTER,0,0,0,0
1217,0,0,0,0,0,EXPERT,0,0,0,0
1218,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1219,0,0,0,0,0,0,0,0,0,0
1220,0,0,0,0,0,0,0,0,0,0
1221,0,0,0,0,0,0,0,0,0,0
1222,0,0,0,0,0,MASTER,0,0,0,0
1223,0,0,0,0,0,EXPERT,0,0,0,0
1224,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1225,0,0,0,0,0,0,0,0,0,0
1226,0,0,0,0,0,0,0,0,0,0
1227,0,0,0,0,0,0,0,0,0,0
1228,0,0,0,0,0,MASTER,0,0,0,0
1229,0,0,0,0,0,EXPERT,0,0,0,0
1230,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1231,0,0,0,0,0,0,0,0,0,0
1232,0,0,0,0,0,0,0,0,0,0
1233,0,0,0,0,0,0,0,0,0,0
1234,0,0,0,0,0,MASTER,0,0,0,0
1235,0,0,0,0,0,EXPERT,0,0,0,0
1236,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1237,0,0,0,0,0,0,0,0,0,0
1238,0,0,0,0,0,0,0,0,0,0
1239,0,0,0,0,0,0,0,0,0,0
1240,0,0,0,0,0,MASTER,0,0,0,0
1241,0,0,0,0,0,EXPERT,0,0,0,0
1242,0,0,0,0,0,CONTRIBUTOR,0,0,0,0
1243,0,0,0,0,0,0,0,0,0,0
1244,0,0,0,0,0,0,0,0,0,0
1245,0,0,0,0,0,0,0,0,0,0
